record_type	genome_id	accession	source	isolation_host	host_species	host_strain	country	year	phage_lifestyle	genome_length	gc_percent	K_type	O_type	ST	AMR_markers	virulence_markers	raw_sequence_path	notes
host	phagehostlearn_2024_host_806	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/806.fasta	source_id=806; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/806.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_CU276	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	CU276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/CU276.fasta	source_id=CU276; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/CU276.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_CU293	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	CU293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/CU293.fasta	source_id=CU293; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/CU293.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_CU371	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	CU371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/CU371.fasta	source_id=CU371; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/CU371.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_CU402	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	CU402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/CU402.fasta	source_id=CU402; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/CU402.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_CU406	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	CU406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/CU406.fasta	source_id=CU406; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/CU406.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_CU443	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	CU443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/CU443.fasta	source_id=CU443; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/CU443.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_CU448	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	CU448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/CU448.fasta	source_id=CU448; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/CU448.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_CU451	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	CU451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/CU451.fasta	source_id=CU451; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/CU451.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_CU494	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	CU494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/CU494.fasta	source_id=CU494; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/CU494.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_CU503	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	CU503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/CU503.fasta	source_id=CU503; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/CU503.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS523587	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS523587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS523587.fasta	source_id=ERS523587; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS523587.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
